Departamento,Código Divipola Departamento,Municipio,Código Divipola Municipio,Programa,Estado de Postulación,Año de Asignación,Hogares,Valor Asignado
BOYACÁ,15,CHIQUINQUIRÁ,15176,MI CASA YA,Apto con subsidio vencido,2020,1,26334090.0
BOYACÁ,15,CHIQUINQUIRÁ,15176,MI CASA YA,Asignados,2020,26,509125740.0
BOYACÁ,15,CHIQUINQUIRÁ,15176,Semillero de Propietarios Ahorro,Apto con subsidio vencido,2020,2,10533636.0
BOYACÁ,15,CHIQUINQUIRÁ,15176,Semillero de Propietarios Ahorro,Asignados,2020,2,10533636.0
BOYACÁ,15,CHIQUINQUIRÁ,15176,Semillero de Propietarios Ahorro,Renuncias al subsidio,2020,1,5266818.0
BOYACÁ,15,DUITAMA,15238,MI CASA YA,Asignados,2020,95,2210572950.0
BOYACÁ,15,DUITAMA,15238,MI CASA YA,Renuncias al subsidio,2020,1,17556060.0
BOYACÁ,15,DUITAMA,15238,Semillero de Propietarios Ahorro,Apto con subsidio vencido,2020,3,15800454.0
BOYACÁ,15,DUITAMA,15238,Semillero de Propietarios Ahorro,Asignados,2020,22,115869996.0
BOYACÁ,15,DUITAMA,15238,Semillero de Propietarios Ahorro,Renuncias al subsidio,2020,4,21067272.0
BOYACÁ,15,FLORESTA,15276,MI CASA YA,Asignados,2020,12,316009080.0
BOYACÁ,15,GARAGOA,15299,MI CASA YA,Asignados,2020,1,16562320.0
BOYACÁ,15,GUATEQUE,15322,Programa Vivienda Gratuita Fase II,Asignados,2020,51,2829672372.0
BOYACÁ,15,MIRAFLORES,15455,MI CASA YA,Asignados,2020,2,43890150.0
BOYACÁ,15,MONIQUIRÁ,15469,Programa Vivienda Gratuita Fase II,Asignados,2020,15,832256580.0
BOYACÁ,15,MONIQUIRÁ,15469,Programa Vivienda Gratuita Fase II,Renuncias al subsidio,2020,1,55483772.0
BOYACÁ,15,MONIQUIRÁ,15469,Programa Vivienda Gratuita Fase II,Subsidio revocado mediante procedimiento Administrativo Sancionatorio,2020,1,55483772.0
BOYACÁ,15,NOBSA,15491,MI CASA YA,Asignados,2020,6,114114390.0
BOYACÁ,15,OICATÁ,15500,MI CASA YA,Asignados,2020,3,59955600.0
BOYACÁ,15,PAIPA,15516,MI CASA YA,Asignados,2020,31,579349980.0
BOYACÁ,15,PAIPA,15516,MI CASA YA,Renuncias al subsidio,2020,1,17556060.0
BOYACÁ,15,PAIPA,15516,Semillero de Propietarios Ahorro,Asignados,2020,5,26334090.0
BOYACÁ,15,PUERTO BOYACÁ,15572,MI CASA YA,Asignados,2020,1,26334090.0
BOYACÁ,15,SABOYÁ,15632,Semillero de Propietarios Ahorro,Renuncias al subsidio,2020,1,5266818.0
BOYACÁ,15,SAMACÁ,15646,MI CASA YA,Asignados,2020,15,375964680.0
BOYACÁ,15,SAMACÁ,15646,Semillero de Propietarios Ahorro,Asignados,2020,1,5266818.0
BOYACÁ,15,SAN LUIS DE GACENO,15667,Programa Vivienda Gratuita Fase II,Asignados,2020,17,999817617.0
BOYACÁ,15,SANTA ROSA DE VITERBO,15693,Semillero de Propietarios Ahorro,Apto con subsidio vencido,2020,13,68468634.0
BOYACÁ,15,SOATÁ,15753,MI CASA YA,Asignados,2020,33,781244670.0
BOYACÁ,15,SOGAMOSO,15759,MI CASA YA,Apto con subsidio vencido,2020,1,26334090.0
BOYACÁ,15,SOGAMOSO,15759,MI CASA YA,Asignados,2020,204,4272416260.0
BOYACÁ,15,SOGAMOSO,15759,MI CASA YA,Renuncias al subsidio,2020,3,61446210.0
BOYACÁ,15,SOGAMOSO,15759,Semillero de Propietarios Ahorro,Apto con subsidio vencido,2020,1,5266818.0
BOYACÁ,15,SOGAMOSO,15759,Semillero de Propietarios Ahorro,Asignados,2020,16,84269088.0
BOYACÁ,15,SOGAMOSO,15759,Semillero de Propietarios Arriendo,Asignados,2020,2,24886956.0
BOYACÁ,15,SUSACÓN,15774,MI CASA YA,Asignados,2020,2,52668180.0
BOYACÁ,15,TIBASOSA,15806,MI CASA YA,Apto con subsidio vencido,2020,1,26334090.0
BOYACÁ,15,TIBASOSA,15806,MI CASA YA,Asignados,2020,17,421345440.0
BOYACÁ,15,TIBASOSA,15806,MI CASA YA,Renuncias al subsidio,2020,1,26334090.0
BOYACÁ,15,TOCA,15814,MI CASA YA,Asignados,2020,1,26334090.0
BOYACÁ,15,TOCA,15814,Semillero de Propietarios Ahorro,Asignados,2020,1,5266818.0
BOYACÁ,15,TOTA,15822,Programa Vivienda Gratuita Fase I,Asignados,2020,1,41238400.0
BOYACÁ,15,TUNJA,15001,MI CASA YA,Apto con subsidio vencido,2020,2,35112120.0
BOYACÁ,15,TUNJA,15001,MI CASA YA,Asignados,2020,176,3669216540.0
BOYACÁ,15,TUNJA,15001,MI CASA YA,Perdida de ejecutoriedad de asignación de SFV,2020,1,17556060.0
BOYACÁ,15,TUNJA,15001,MI CASA YA,Renuncias al subsidio,2020,2,52668180.0
BOYACÁ,15,TUNJA,15001,Semillero de Propietarios Ahorro,Apto con subsidio vencido,2020,3,15800454.0
BOYACÁ,15,TUNJA,15001,Semillero de Propietarios Ahorro,Asignados,2020,7,36867726.0
BOYACÁ,15,TUNJA,15001,Semillero de Propietarios Arriendo,Asignados,2020,5,56354373.0
BOYACÁ,15,TUTA,15837,MI CASA YA,Asignados,2020,33,869024970.0
BOYACÁ,15,TÓPAGA,15820,Programa Vivienda Gratuita Fase II,Asignados,2020,18,998707896.0
BOYACÁ,15,TÓPAGA,15820,Programa Vivienda Gratuita Fase II,Perdida de ejecutoriedad de asignación de SFV,2020,2,110967544.0
BOYACÁ,15,VENTAQUEMADA,15861,Programa Vivienda Gratuita Fase I,Asignados,2020,1,47213814.0
BOYACÁ,15,AQUITANIA,15047,Semillero de Propietarios Ahorro,Asignados,2021,1,5451156.0
BOYACÁ,15,BELÉN,15087,MI CASA YA,Asignados,2021,34,887458770.0
BOYACÁ,15,CAMPOHERMOSO,15135,Programa Vivienda Gratuita Fase II,Asignados,2021,8,443870176.0
BOYACÁ,15,CHIQUINQUIRÁ,15176,MI CASA YA,Asignados,2021,63,1296734340.0
BOYACÁ,15,CHIQUINQUIRÁ,15176,Semillero de Propietarios Ahorro,Asignados,2021,8,43609248.0
BOYACÁ,15,CHIQUINQUIRÁ,15176,Semillero de Propietarios Ahorro,Perdida de ejecutoriedad de asignación de SFV,2021,1,5451156.0
BOYACÁ,15,CHIQUINQUIRÁ,15176,Semillero de Propietarios Arriendo,Asignados,2021,6,80702280.0
BOYACÁ,15,DUITAMA,15238,MI CASA YA,Apto con subsidio vencido,2021,7,154449420.0
BOYACÁ,15,DUITAMA,15238,MI CASA YA,Asignados,2021,251,5954268780.0
BOYACÁ,15,DUITAMA,15238,Semillero de Propietarios Ahorro,Asignados,2021,111,605078316.0
BOYACÁ,15,DUITAMA,15238,Semillero de Propietarios Ahorro,Perdida de ejecutoriedad de asignación de SFV,2021,1,5451156.0
BOYACÁ,15,DUITAMA,15238,Semillero de Propietarios Ahorro,Renuncias al subsidio,2021,1,5451156.0
BOYACÁ,15,DUITAMA,15238,Semillero de Propietarios Arriendo,Asignados,2021,7,91751844.0
BOYACÁ,15,FIRAVITOBA,15272,MI CASA YA,Asignados,2021,2,54511560.0
BOYACÁ,15,FIRAVITOBA,15272,Semillero de Propietarios Ahorro,Asignados,2021,1,5451156.0
BOYACÁ,15,FLORESTA,15276,MI CASA YA,Asignados,2021,10,267027660.0
BOYACÁ,15,GARAGOA,15299,MI CASA YA,Asignados,2021,3,53282640.0
BOYACÁ,15,IZA,15362,MI CASA YA,Asignados,2021,20,536030340.0
BOYACÁ,15,MIRAFLORES,15455,MI CASA YA,Asignados,2021,3,63596820.0
BOYACÁ,15,MONIQUIRÁ,15469,Programa Vivienda Gratuita Fase II,Asignados,2021,1,55483772.0
BOYACÁ,15,NOBSA,15491,MI CASA YA,Asignados,2021,12,263472540.0
BOYACÁ,15,NOBSA,15491,Semillero de Propietarios Ahorro,Asignados,2021,1,5451156.0
BOYACÁ,15,PAIPA,15516,MI CASA YA,Asignados,2021,86,1849706280.0
BOYACÁ,15,PAIPA,15516,Semillero de Propietarios Ahorro,Asignados,2021,38,207143928.0
BOYACÁ,15,PAIPA,15516,Semillero de Propietarios Ahorro,Renuncias al subsidio,2021,1,5451156.0
BOYACÁ,15,PAIPA,15516,Semillero de Propietarios Arriendo,Asignados,2021,4,53346672.0
BOYACÁ,15,PAUNA,15531,Semillero de Propietarios Ahorro,Asignados,2021,1,5451156.0
BOYACÁ,15,PESCA,15542,Semillero de Propietarios Ahorro,Asignados,2021,1,5451156.0
BOYACÁ,15,SAMACÁ,15646,MI CASA YA,Asignados,2021,11,295205130.0
BOYACÁ,15,SAMACÁ,15646,Semillero de Propietarios Ahorro,Asignados,2021,12,65413872.0
BOYACÁ,15,SANTA ROSA DE VITERBO,15693,Semillero de Propietarios Ahorro,Asignados,2021,2,10902312.0
BOYACÁ,15,SATIVANORTE,15720,Semillero de Propietarios Ahorro,Asignados,2021,1,5451156.0
BOYACÁ,15,SOATÁ,15753,MI CASA YA,Asignados,2021,52,1245470670.0
BOYACÁ,15,SOGAMOSO,15759,MI CASA YA,Apto con subsidio vencido,2021,3,71760390.0
BOYACÁ,15,SOGAMOSO,15759,MI CASA YA,Asignados,2021,308,6671433810.0
BOYACÁ,15,SOGAMOSO,15759,MI CASA YA,Renuncias al subsidio,2021,4,81767340.0
BOYACÁ,15,SOGAMOSO,15759,Semillero de Propietarios Ahorro,Asignados,2021,27,147181212.0
BOYACÁ,15,SOGAMOSO,15759,Semillero de Propietarios Arriendo,Asignados,2021,12,160764264.0
BOYACÁ,15,SUSACÓN,15774,MI CASA YA,Asignados,2021,1,27255780.0
BOYACÁ,15,SUSACÓN,15774,Semillero de Propietarios Ahorro,Asignados,2021,3,16353468.0
BOYACÁ,15,TIBANÁ,15804,MI CASA YA,Apto con subsidio vencido,2021,1,18170520.0
BOYACÁ,15,TIBANÁ,15804,MI CASA YA,Asignados,2021,14,327069360.0
BOYACÁ,15,TIBASOSA,15806,MI CASA YA,Asignados,2021,21,489989580.0
BOYACÁ,15,TIBASOSA,15806,Semillero de Propietarios Ahorro,Asignados,2021,7,38158092.0
BOYACÁ,15,TUNJA,15001,Casa Digna Vida Digna,Asignados,2021,170,1687435234.0
BOYACÁ,15,TUNJA,15001,Casa Digna Vida Digna,Renuncias al subsidio,2021,4,39735857.0
BOYACÁ,15,TUNJA,15001,MI CASA YA,Apto con subsidio vencido,2021,2,45426300.0
BOYACÁ,15,TUNJA,15001,MI CASA YA,Asignados,2021,424,9484353240.0
BOYACÁ,15,TUNJA,15001,MI CASA YA,Renuncias al subsidio,2021,2,45426300.0
BOYACÁ,15,TUNJA,15001,Semillero de Propietarios Ahorro,Asignados,2021,14,76316184.0
BOYACÁ,15,TUNJA,15001,Semillero de Propietarios Ahorro,Renuncias al subsidio,2021,1,5451156.0
BOYACÁ,15,TUNJA,15001,Semillero de Propietarios Arriendo,Asignados,2021,464,6041637264.0
BOYACÁ,15,TUNJA,15001,Semillero de Propietarios Arriendo,Renuncias al subsidio,2021,1,13450380.0
BOYACÁ,15,TUTA,15837,MI CASA YA,Asignados,2021,1,26334090.0
BOYACÁ,15,TÓPAGA,15820,Programa Vivienda Gratuita Fase II,Asignados,2021,2,110967544.0
BOYACÁ,15,AQUITANIA,15047,Semillero de Propietarios Ahorro,Asignados,2022,3,18000000.0
BOYACÁ,15,BELÉN,15087,MI CASA YA,Asignados,2022,10,281767340.0
BOYACÁ,15,BELÉN,15087,Semillero de Propietarios Ahorro,Asignados,2022,4,24000000.0
BOYACÁ,15,BOAVITA,15097,Programa Vivienda Gratuita Fase II,Asignados,2022,33,1940822433.0
BOYACÁ,15,BOAVITA,15097,Programa Vivienda Gratuita Fase II,Perdida de ejecutoriedad de asignación de SFV,2022,1,58812801.0
BOYACÁ,15,CAMPOHERMOSO,15135,Programa Vivienda Gratuita Fase II,Asignados,2022,1,55483772.0
BOYACÁ,15,CERINZA,15162,Semillero de Propietarios Ahorro,Asignados,2022,1,6000000.0
BOYACÁ,15,CHINAVITA,15172,Semillero de Propietarios Ahorro,Asignados,2022,1,6000000.0
BOYACÁ,15,CHIQUINQUIRÁ,15176,MI CASA YA,Apto con subsidio vencido,2022,2,50000000.0
BOYACÁ,15,CHIQUINQUIRÁ,15176,MI CASA YA,Asignados,2022,48,1050728320.0
BOYACÁ,15,CHIQUINQUIRÁ,15176,MI CASA YA,Renuncias al subsidio,2022,1,30000000.0
BOYACÁ,15,CHIQUINQUIRÁ,15176,Semillero de Propietarios Ahorro,Asignados,2022,7,42000000.0
BOYACÁ,15,CHIQUINQUIRÁ,15176,Semillero de Propietarios Arriendo,Asignados,2022,13,194237568.0
BOYACÁ,15,CIÉNEGA,15189,Semillero de Propietarios Ahorro,Asignados,2022,1,6000000.0
BOYACÁ,15,CORRALES,15215,Semillero de Propietarios Ahorro,Asignados,2022,1,6000000.0
BOYACÁ,15,CUCAITA,15224,Semillero de Propietarios Ahorro,Asignados,2022,1,6000000.0
BOYACÁ,15,DUITAMA,15238,MI CASA YA,Apto con subsidio vencido,2022,8,220000000.0
BOYACÁ,15,DUITAMA,15238,MI CASA YA,Asignados,2022,240,5977611260.0
BOYACÁ,15,DUITAMA,15238,MI CASA YA,Renuncias al subsidio,2022,2,50000000.0
BOYACÁ,15,DUITAMA,15238,Semillero de Propietarios Ahorro,Asignados,2022,83,498000000.0
BOYACÁ,15,DUITAMA,15238,Semillero de Propietarios Ahorro,Renuncias al subsidio,2022,1,6000000.0
BOYACÁ,15,DUITAMA,15238,Semillero de Propietarios Arriendo,Asignados,2022,142,2048307780.0
BOYACÁ,15,FIRAVITOBA,15272,MI CASA YA,Asignados,2022,1,30000000.0
BOYACÁ,15,FLORESTA,15276,Programa Vivienda Gratuita Fase II,Asignados,2022,7,411689607.0
BOYACÁ,15,GARAGOA,15299,MI CASA YA,Asignados,2022,1,30000000.0
BOYACÁ,15,JERICÓ,15368,Semillero de Propietarios Ahorro,Asignados,2022,1,6000000.0
BOYACÁ,15,MIRAFLORES,15455,MI CASA YA,Asignados,2022,8,180000000.0
BOYACÁ,15,MIRAFLORES,15455,MI CASA YA,Renuncias al subsidio,2022,1,20000000.0
BOYACÁ,15,MONGUA,15464,Semillero de Propietarios Ahorro,Asignados,2022,1,6000000.0
BOYACÁ,15,MONIQUIRÁ,15469,Programa Vivienda Gratuita Fase II,Asignados,2022,2,110967544.0
BOYACÁ,15,NOBSA,15491,MI CASA YA,Asignados,2022,5,127255780.0
BOYACÁ,15,PAIPA,15516,MI CASA YA,Apto con subsidio vencido,2022,1,30000000.0
BOYACÁ,15,PAIPA,15516,MI CASA YA,Asignados,2022,95,2237069360.0
BOYACÁ,15,PAIPA,15516,MI CASA YA,Renuncias al subsidio,2022,1,30000000.0
BOYACÁ,15,PAIPA,15516,Semillero de Propietarios Ahorro,Asignados,2022,21,126000000.0
BOYACÁ,15,PAIPA,15516,Semillero de Propietarios Arriendo,Asignados,2022,3,46033920.0
BOYACÁ,15,PUERTO BOYACÁ,15572,Programa Vivienda Gratuita Fase I,Asignados,2022,3,123712622.0
BOYACÁ,15,RÁQUIRA,15600,Semillero de Propietarios Ahorro,Asignados,2022,1,6000000.0
BOYACÁ,15,SAMACÁ,15646,MI CASA YA,Apto con subsidio vencido,2022,1,30000000.0
BOYACÁ,15,SAMACÁ,15646,MI CASA YA,Asignados,2022,66,1830666180.0
BOYACÁ,15,SAMACÁ,15646,MI CASA YA,Renuncias al subsidio,2022,1,27255780.0
BOYACÁ,15,SAMACÁ,15646,Semillero de Propietarios Ahorro,Asignados,2022,38,228000000.0
BOYACÁ,15,SAN LUIS DE GACENO,15667,MI CASA YA,Asignados,2022,2,40000000.0
BOYACÁ,15,SAN MATEO,15673,MI CASA YA,Asignados,2022,12,350000000.0
BOYACÁ,15,SANTA ROSA DE VITERBO,15693,MI CASA YA,Asignados,2022,1,27255780.0
BOYACÁ,15,SANTA ROSA DE VITERBO,15693,Semillero de Propietarios Ahorro,Asignados,2022,1,6000000.0
BOYACÁ,15,SOATÁ,15753,MI CASA YA,Apto con subsidio vencido,2022,2,40000000.0
BOYACÁ,15,SOATÁ,15753,MI CASA YA,Asignados,2022,13,321767340.0
BOYACÁ,15,SOCOTÁ,15755,Semillero de Propietarios Ahorro,Asignados,2022,1,6000000.0
BOYACÁ,15,SOGAMOSO,15759,MI CASA YA,Apto con subsidio vencido,2022,2,47255780.0
BOYACÁ,15,SOGAMOSO,15759,MI CASA YA,Asignados,2022,265,6574804900.0
BOYACÁ,15,SOGAMOSO,15759,MI CASA YA,Renuncias al subsidio,2022,1,18170520.0
BOYACÁ,15,SOGAMOSO,15759,Semillero de Propietarios Ahorro,Asignados,2022,33,198000000.0
BOYACÁ,15,SOGAMOSO,15759,Semillero de Propietarios Arriendo,Asignados,2022,61,784915800.0
BOYACÁ,15,SOGAMOSO,15759,Semillero de Propietarios Arriendo,Renuncias al subsidio,2022,2,21482496.0
BOYACÁ,15,SORACÁ,15764,MI CASA YA,Asignados,2022,37,1020000000.0
BOYACÁ,15,SORACÁ,15764,Semillero de Propietarios Ahorro,Asignados,2022,3,18000000.0
BOYACÁ,15,SUSACÓN,15774,Semillero de Propietarios Ahorro,Asignados,2022,1,6000000.0
BOYACÁ,15,SUTAMARCHÁN,15776,Semillero de Propietarios Arriendo,Asignados,2022,2,29154816.0
BOYACÁ,15,TASCO,15790,Semillero de Propietarios Ahorro,Asignados,2022,1,6000000.0
BOYACÁ,15,TIBANÁ,15804,MI CASA YA,Asignados,2022,12,309937860.0
BOYACÁ,15,TIBANÁ,15804,Semillero de Propietarios Ahorro,Asignados,2022,2,12000000.0
BOYACÁ,15,TIBASOSA,15806,MI CASA YA,Asignados,2022,13,320852600.0
BOYACÁ,15,TIBASOSA,15806,Semillero de Propietarios Ahorro,Asignados,2022,3,18000000.0
BOYACÁ,15,TIPACOQUE,15810,Programa Vivienda Gratuita Fase II,Asignados,2022,3,176438403.0
BOYACÁ,15,TOCA,15814,MI CASA YA,Asignados,2022,1,30000000.0
BOYACÁ,15,TOCA,15814,Semillero de Propietarios Ahorro,Asignados,2022,1,6000000.0
BOYACÁ,15,TUNJA,15001,MI CASA YA,Apto con subsidio vencido,2022,4,98170520.0
BOYACÁ,15,TUNJA,15001,MI CASA YA,Asignados,2022,324,7826945080.0
BOYACÁ,15,TUNJA,15001,Programa Vivienda Gratuita Fase I,Asignados,2022,1,41238400.0
BOYACÁ,15,TUNJA,15001,Semillero de Propietarios Ahorro,Asignados,2022,35,210000000.0
BOYACÁ,15,TUNJA,15001,Semillero de Propietarios Arriendo,Asignados,2022,607,8731318092.0
BOYACÁ,15,TUNJA,15001,Semillero de Propietarios Arriendo,Renuncias al subsidio,2022,7,102402660.0
BOYACÁ,15,TÓPAGA,15820,Programa Vivienda Gratuita Fase II,Asignados,2022,6,332902632.0
BOYACÁ,15,VILLA DE LEYVA,15407,Semillero de Propietarios Ahorro,Asignados,2022,3,18000000.0
BOYACÁ,15,AQUITANIA,15047,Semillero de Propietarios Ahorro,Asignados,2023,1,6960000.0
BOYACÁ,15,BELÉN,15087,MI CASA YA,Asignados,2023,83,2586800000.0
BOYACÁ,15,BELÉN,15087,Semillero de Propietarios Ahorro,Asignados,2023,31,215760000.0
BOYACÁ,15,BOAVITA,15097,MI CASA YA,Asignados,2023,27,881600000.0
BOYACÁ,15,BOAVITA,15097,Programa Vivienda Gratuita Fase II,Asignados,2023,7,411689607.0
BOYACÁ,15,BOAVITA,15097,Semillero de Propietarios Ahorro,Asignados,2023,11,76560000.0
BOYACÁ,15,BRICEÑO,15106,Semillero de Propietarios Ahorro,Asignados,2023,1,6960000.0
BOYACÁ,15,BUENAVISTA,15109,Programa Vivienda Gratuita Fase II,Asignados,2023,80,4705024080.0
BOYACÁ,15,CERINZA,15162,Semillero de Propietarios Ahorro,Asignados,2023,2,13920000.0
BOYACÁ,15,CHIQUINQUIRÁ,15176,MI CASA YA,Apto con subsidio vencido,2023,1,23200000.0
BOYACÁ,15,CHIQUINQUIRÁ,15176,MI CASA YA,Asignados,2023,100,2412800000.0
BOYACÁ,15,CHIQUINQUIRÁ,15176,MI CASA YA,Renuncias al subsidio,2023,1,23200000.0
BOYACÁ,15,CHIQUINQUIRÁ,15176,Semillero de Propietarios Ahorro,Asignados,2023,19,132240000.0
BOYACÁ,15,CHITARAQUE,15185,Semillero de Propietarios Ahorro,Asignados,2023,1,6960000.0
BOYACÁ,15,CORRALES,15215,Semillero de Propietarios Ahorro,Asignados,2023,1,6960000.0
BOYACÁ,15,DUITAMA,15238,MI CASA YA,Asignados,2023,152,4234000000.0
BOYACÁ,15,DUITAMA,15238,MI CASA YA,Renuncias al subsidio,2023,2,46400000.0
BOYACÁ,15,DUITAMA,15238,Semillero de Propietarios Ahorro,Asignados,2023,58,403680000.0
BOYACÁ,15,FIRAVITOBA,15272,MI CASA YA,Asignados,2023,5,150800000.0
BOYACÁ,15,FLORESTA,15276,Programa Vivienda Gratuita Fase II,Asignados,2023,63,3705206463.0
BOYACÁ,15,FLORESTA,15276,Programa Vivienda Gratuita Fase II,Perdida de ejecutoriedad de asignación de SFV,2023,1,58812801.0
BOYACÁ,15,GARAGOA,15299,MI CASA YA,Asignados,2023,4,104400000.0
BOYACÁ,15,JERICÓ,15368,Semillero de Propietarios Ahorro,Asignados,2023,1,6960000.0
BOYACÁ,15,MIRAFLORES,15455,MI CASA YA,Asignados,2023,2,46400000.0
BOYACÁ,15,MONIQUIRÁ,15469,Semillero de Propietarios Ahorro,Asignados,2023,1,6960000.0
BOYACÁ,15,MUZO,15480,Semillero de Propietarios Ahorro,Asignados,2023,1,6960000.0
BOYACÁ,15,NOBSA,15491,Semillero de Propietarios Ahorro,Asignados,2023,1,6960000.0
BOYACÁ,15,PAIPA,15516,MI CASA YA,Asignados,2023,86,2227200000.0
BOYACÁ,15,PAIPA,15516,Semillero de Propietarios Ahorro,Asignados,2023,15,104400000.0
BOYACÁ,15,PESCA,15542,MI CASA YA,Asignados,2023,22,754000000.0
BOYACÁ,15,SABOYÁ,15632,Semillero de Propietarios Ahorro,Asignados,2023,1,6960000.0
BOYACÁ,15,SAMACÁ,15646,MI CASA YA,Apto con subsidio vencido,2023,1,23200000.0
BOYACÁ,15,SAMACÁ,15646,MI CASA YA,Asignados,2023,29,951200000.0
BOYACÁ,15,SAMACÁ,15646,Semillero de Propietarios Ahorro,Asignados,2023,7,48720000.0
BOYACÁ,15,SAMACÁ,15646,Semillero de Propietarios Ahorro,Perdida de ejecutoriedad de asignación de SFV,2023,1,6960000.0
BOYACÁ,15,SAN LUIS DE GACENO,15667,Programa Vivienda Gratuita Fase II,Asignados,2023,1,55483772.0
BOYACÁ,15,SAN MATEO,15673,Semillero de Propietarios Ahorro,Asignados,2023,1,6960000.0
BOYACÁ,15,SANTA ROSA DE VITERBO,15693,MI CASA YA,Asignados,2023,15,487200000.0
BOYACÁ,15,SANTA ROSA DE VITERBO,15693,Semillero de Propietarios Ahorro,Asignados,2023,6,41760000.0
BOYACÁ,15,SOATÁ,15753,MI CASA YA,Asignados,2023,9,301600000.0
BOYACÁ,15,SOCHA,15757,Semillero de Propietarios Ahorro,Asignados,2023,2,13920000.0
BOYACÁ,15,SOGAMOSO,15759,MI CASA YA,Apto con subsidio vencido,2023,4,92800000.0
BOYACÁ,15,SOGAMOSO,15759,MI CASA YA,Asignados,2023,287,8347200000.0
BOYACÁ,15,SOGAMOSO,15759,MI CASA YA,Renuncias al subsidio,2023,1,23200000.0
BOYACÁ,15,SOGAMOSO,15759,Semillero de Propietarios Ahorro,Asignados,2023,28,194880000.0
BOYACÁ,15,SORACÁ,15764,MI CASA YA,Asignados,2023,29,916400000.0
BOYACÁ,15,SORACÁ,15764,Semillero de Propietarios Ahorro,Asignados,2023,1,6960000.0
BOYACÁ,15,TASCO,15790,Semillero de Propietarios Ahorro,Asignados,2023,1,6960000.0
BOYACÁ,15,TIBANÁ,15804,MI CASA YA,Asignados,2023,2,58000000.0
BOYACÁ,15,TIBASOSA,15806,MI CASA YA,Asignados,2023,13,406000000.0
BOYACÁ,15,TIBASOSA,15806,Semillero de Propietarios Ahorro,Asignados,2023,3,20880000.0
BOYACÁ,15,TIPACOQUE,15810,Programa Vivienda Gratuita Fase II,Asignados,2023,77,4528585677.0
BOYACÁ,15,TUNJA,15001,MI CASA YA,Apto con subsidio vencido,2023,2,69600000.0
BOYACÁ,15,TUNJA,15001,MI CASA YA,Asignados,2023,381,11182400000.0
BOYACÁ,15,TUNJA,15001,MI CASA YA,Renuncias al subsidio,2023,1,23200000.0
BOYACÁ,15,TUNJA,15001,Semillero de Propietarios Ahorro,Asignados,2023,42,292320000.0
BOYACÁ,15,TURMEQUÉ,15835,Semillero de Propietarios Ahorro,Asignados,2023,1,6960000.0
BOYACÁ,15,TÓPAGA,15820,Programa Vivienda Gratuita Fase II,Asignados,2023,1,55483772.0
BOYACÁ,15,ARCABUCO,15051,MI CASA YA,Asignados,2024,6,182000000.0
BOYACÁ,15,BELÉN,15087,MI CASA YA,Asignados,2024,46,1508000000.0
BOYACÁ,15,BELÉN,15087,Semillero de Propietarios Ahorro,Asignados,2024,1,7800000.0
BOYACÁ,15,BOAVITA,15097,MI CASA YA,Asignados,2024,8,286000000.0
BOYACÁ,15,CHIQUINQUIRÁ,15176,MI CASA YA,Asignados,2024,56,1703000000.0
BOYACÁ,15,CHIQUINQUIRÁ,15176,MI CASA YA,Renuncias al subsidio,2024,1,26000000.0
BOYACÁ,15,DUITAMA,15238,MI CASA YA,Asignados,2024,121,4004000000.0
BOYACÁ,15,FIRAVITOBA,15272,MI CASA YA,Asignados,2024,3,104000000.0
BOYACÁ,15,GARAGOA,15299,MI CASA YA,Asignados,2024,4,104000000.0
BOYACÁ,15,PAIPA,15516,MI CASA YA,Asignados,2024,105,3055000000.0
BOYACÁ,15,PAIPA,15516,MI CASA YA,Renuncias al subsidio,2024,1,39000000.0
BOYACÁ,15,PESCA,15542,MI CASA YA,Asignados,2024,16,624000000.0
BOYACÁ,15,PUERTO BOYACÁ,15572,Programa Vivienda Gratuita Fase I,Asignados,2024,1,41237111.0
BOYACÁ,15,RAMIRIQUÍ,15599,MI CASA YA,Asignados,2024,28,1066000000.0
BOYACÁ,15,SAMACÁ,15646,MI CASA YA,Asignados,2024,6,221000000.0
BOYACÁ,15,SANTA ROSA DE VITERBO,15693,MI CASA YA,Asignados,2024,20,689000000.0
BOYACÁ,15,SOGAMOSO,15759,MI CASA YA,Asignados,2024,159,4888000000.0
BOYACÁ,15,SOGAMOSO,15759,MI CASA YA,Renuncias al subsidio,2024,1,26000000.0
BOYACÁ,15,SORACÁ,15764,MI CASA YA,Asignados,2024,8,234000000.0
BOYACÁ,15,TIBANÁ,15804,MI CASA YA,Asignados,2024,6,221000000.0
BOYACÁ,15,TIBASOSA,15806,MI CASA YA,Asignados,2024,9,273000000.0
BOYACÁ,15,TUNJA,15001,MI CASA YA,Asignados,2024,363,11635000000.0
BOYACÁ,15,TUNJA,15001,MI CASA YA,Renuncias al subsidio,2024,1,26000000.0
BOYACÁ,15,TUNJA,15001,Semillero de Propietarios Arriendo,Asignados,2024,136,583176000.0
CALDAS,17,ANSERMA,17042,Bolsa Esfuerzo Territorial,Apto con subsidio vencido,2003,5,12250000.0
CALDAS,17,ANSERMA,17042,Bolsa Esfuerzo Territorial,Asignados,2003,20,49000000.0
CALDAS,17,ARANZAZU,17050,Bolsa Esfuerzo Territorial,Apto con subsidio vencido,2003,4,18971274.0
CALDAS,17,ARANZAZU,17050,Bolsa Esfuerzo Territorial,Asignados,2003,41,187363014.0
