,Nombre Departamento,Código Departamento,Programa,Estado de Postulación,Año,Hogares,Valor Asignado,Senso Hogares,Senso Viviendas
1169,BOLÍVAR,13,Bolsa Desplazados,Asignados,2012,2,34002000.0,481471,449774
1170,BOLÍVAR,13,Macroproyecto,Asignados,2012,7,82482400.0,481471,449774
1171,BOLÍVAR,13,Programa Vivienda Gratuita Fase I,Asignados,2012,1,39669000.0,481471,449774
1172,BOLÍVAR,13,Fenómeno de la Niña,Asignados,2013,302,4530000000.0,494716,462491
1173,BOLÍVAR,13,Macroproyecto,Asignados,2013,2,23566400.0,494716,462491
1174,BOLÍVAR,13,Programa Vivienda Gratuita Fase I,Asignados,2013,2854,116312642856.0,494716,462491
1175,BOLÍVAR,13,Programa Vivienda Gratuita Fase I,Renuncias al subsidio,2013,4,119178000.0,494716,462491
1176,BOLÍVAR,13,Programa Vivienda Gratuita Fase I,Subsidio revocado mediante procedimiento Administrativo Sancionatorio,2013,5,206325000.0,494716,462491
1177,BOLÍVAR,13,Bolsa Concejales,Asignados,2014,1,11072500.0,508767,475972
1178,BOLÍVAR,13,Bolsa Desplazados,Asignados,2014,9,166290000.0,508767,475972
1179,BOLÍVAR,13,Programa Vivienda Gratuita Fase I,Apto con subsidio vencido,2014,1,43120000.0,508767,475972
1180,BOLÍVAR,13,Programa Vivienda Gratuita Fase I,Asignados,2014,871,36513581000.0,508767,475972
1181,BOLÍVAR,13,Programa Vivienda Gratuita Fase I,Renuncias al subsidio,2014,2,69478000.0,508767,475972
1182,BOLÍVAR,13,Programa Vivienda Gratuita Fase I,Subsidio revocado mediante procedimiento Administrativo Sancionatorio,2014,10,414505000.0,508767,475972
1183,BOLÍVAR,13,Bolsa Desastres Naturales,Asignados,2015,4,93624292.0,523886,490461
1184,BOLÍVAR,13,Bolsa Desplazados,Asignados,2015,5,96652500.0,523886,490461
1185,BOLÍVAR,13,Fenómeno de la Niña,Asignados,2015,93,2873700000.0,523886,490461
1186,BOLÍVAR,13,MI CASA YA,Apto con subsidio vencido,2015,2,20619200.0,523886,490461
1187,BOLÍVAR,13,MI CASA YA,Asignados,2015,43,461354600.0,523886,490461
1188,BOLÍVAR,13,Macroproyecto,Apto con subsidio vencido,2015,11,328464500.0,523886,490461
1189,BOLÍVAR,13,Macroproyecto,Asignados,2015,297,9717152200.0,523886,490461
1190,BOLÍVAR,13,Macroproyecto,Renuncias al subsidio,2015,36,1020096000.0,523886,490461
1191,BOLÍVAR,13,Programa Vivienda Gratuita Fase I,Asignados,2015,6,270627000.0,523886,490461
1192,BOLÍVAR,13,VIPA,Asignados,2015,168,3192754250.0,523886,490461
1193,BOLÍVAR,13,VIPA,Renuncias al subsidio,2015,4,74100250.0,523886,490461
1194,BOLÍVAR,13,Bolsa Desplazados,Asignados,2016,5,87842775.0,540776,506616
1195,BOLÍVAR,13,MI CASA YA,Apto con subsidio vencido,2016,7,74461140.0,540776,506616
1196,BOLÍVAR,13,MI CASA YA,Asignados,2016,175,1971841300.0,540776,506616
1197,BOLÍVAR,13,MI CASA YA,Renuncia con restitucion de subsidio,2016,1,8273460.0,540776,506616
1198,BOLÍVAR,13,MI CASA YA,Renuncias al subsidio,2016,1,13789100.0,540776,506616
1199,BOLÍVAR,13,Macroproyecto,Apto con subsidio vencido,2016,1,28336000.0,540776,506616
1200,BOLÍVAR,13,Macroproyecto,Asignados,2016,70,2050594000.0,540776,506616
1201,BOLÍVAR,13,Macroproyecto,Renuncias al subsidio,2016,6,170016000.0,540776,506616
1202,BOLÍVAR,13,Programa Vivienda Gratuita Fase I,Asignados,2016,114,4838704020.0,540776,506616
1203,BOLÍVAR,13,Programa Vivienda Gratuita Fase I,Renuncias al subsidio,2016,1,44125120.0,540776,506616
1204,BOLÍVAR,13,Programa Vivienda Gratuita Fase I,Subsidio revocado mediante procedimiento Administrativo Sancionatorio,2016,8,322643960.0,540776,506616
1205,BOLÍVAR,13,VIPA,Asignados,2016,881,17767253900.0,540776,506616
1206,BOLÍVAR,13,VIPA,Renuncias al subsidio,2016,26,530880350.0,540776,506616
1207,BOLÍVAR,13,MI CASA YA,Apto con subsidio vencido,2017,29,467712578.0,559758,524742
1208,BOLÍVAR,13,MI CASA YA,Asignados,2017,659,9764422212.0,559758,524742
1209,BOLÍVAR,13,MI CASA YA,Perdida de ejecutoriedad de asignación de SFV,2017,3,38361284.0,559758,524742
1210,BOLÍVAR,13,MI CASA YA,Renuncia con restitucion de subsidio,2017,2,29508680.0,559758,524742
1211,BOLÍVAR,13,MI CASA YA,Renuncias al subsidio,2017,11,171150344.0,559758,524742
1212,BOLÍVAR,13,Macroproyecto,Asignados,2017,2,90209000.0,559758,524742
1213,BOLÍVAR,13,Programa Vivienda Gratuita Fase I,Asignados,2017,104,4330400760.0,559758,524742
1214,BOLÍVAR,13,Programa Vivienda Gratuita Fase I,Renuncias al subsidio,2017,1,47213888.0,559758,524742
1215,BOLÍVAR,13,Programa Vivienda Gratuita Fase II,Asignados,2017,212,10815775780.0,559758,524742
1216,BOLÍVAR,13,VIPA,Asignados,2017,27,544669450.0,559758,524742
1217,BOLÍVAR,13,VIPA,Renuncias al subsidio,2017,1,20683650.0,559758,524742
1218,BOLÍVAR,13,MI CASA YA,Apto con subsidio vencido,2018,32,640618440.0,583206,547067
1219,BOLÍVAR,13,MI CASA YA,Asignados,2018,1687,31429365660.0,583206,547067
1220,BOLÍVAR,13,MI CASA YA,Renuncia con restitucion de subsidio,2018,2,31249680.0,583206,547067
1221,BOLÍVAR,13,MI CASA YA,Renuncias al subsidio,2018,30,562494240.0,583206,547067
1222,BOLÍVAR,13,Macroproyecto,Asignados,2018,20,856866340.0,583206,547067
1223,BOLÍVAR,13,Programa Vivienda Gratuita Fase I,Asignados,2018,2,109373880.0,583206,547067
1224,BOLÍVAR,13,Programa Vivienda Gratuita Fase II,Asignados,2018,805,42916435788.0,583206,547067
1225,BOLÍVAR,13,Programa Vivienda Gratuita Fase II,Perdida de ejecutoriedad de asignación de SFV,2018,1,54686940.0,583206,547067
1226,BOLÍVAR,13,Programa Vivienda Gratuita Fase II,Renuncias al subsidio,2018,2,107030154.0,583206,547067
1227,BOLÍVAR,13,MI CASA YA,Apto con subsidio vencido,2019,38,844678320.0,607741,570613
1228,BOLÍVAR,13,MI CASA YA,Asignados,2019,1443,30548261760.0,607741,570613
1229,BOLÍVAR,13,MI CASA YA,Perdida de ejecutoriedad de asignación de SFV,2019,2,33124640.0,607741,570613
1230,BOLÍVAR,13,MI CASA YA,Renuncia con restitucion de subsidio,2019,2,49686960.0,607741,570613
1231,BOLÍVAR,13,MI CASA YA,Renuncias al subsidio,2019,19,389214520.0,607741,570613
1232,BOLÍVAR,13,Macroproyecto,Asignados,2019,1,43120000.0,607741,570613
1233,BOLÍVAR,13,Programa Vivienda Gratuita Fase II,Asignados,2019,474,25888880484.0,607741,570613
1234,BOLÍVAR,13,Programa Vivienda Gratuita Fase II,Renuncias al subsidio,2019,1,55483772.0,607741,570613
1235,BOLÍVAR,13,MI CASA YA,Apto con subsidio vencido,2020,61,1457152980.0,630814,592808
1236,BOLÍVAR,13,MI CASA YA,Asignados,2020,1989,45912906230.0,630814,592808
1237,BOLÍVAR,13,MI CASA YA,Perdida de ejecutoriedad de asignación de SFV,2020,2,35112120.0,630814,592808
1238,BOLÍVAR,13,MI CASA YA,Renuncias al subsidio,2020,33,754910580.0,630814,592808
1239,BOLÍVAR,13,Macroproyecto,Asignados,2020,3,129360000.0,630814,592808
1240,BOLÍVAR,13,Programa Vivienda Gratuita Fase II,Asignados,2020,87,4826291332.0,630814,592808
1241,BOLÍVAR,13,VIPA,Asignados,2020,1317,32718863160.0,630814,592808
1242,BOLÍVAR,13,VIPA,Perdida de ejecutoriedad de asignación de SFV,2020,4,99373920.0,630814,592808
1243,BOLÍVAR,13,VIPA,Renuncias al subsidio,2020,1,24843480.0,630814,592808
1244,BOLÍVAR,13,Casa Digna Vida Digna,Asignados,2021,865,8480035491.0,650227,611577
1245,BOLÍVAR,13,Casa Digna Vida Digna,Renuncias al subsidio,2021,7,67002425.0,650227,611577
1246,BOLÍVAR,13,MI CASA YA,Apto con subsidio vencido,2021,42,947807700.0,650227,611577
1247,BOLÍVAR,13,MI CASA YA,Asignados,2021,3032,69427494630.0,650227,611577
1248,BOLÍVAR,13,MI CASA YA,Renuncias al subsidio,2021,36,852171060.0,650227,611577
1249,BOLÍVAR,13,Macroproyecto,Asignados,2021,3,27323100.0,650227,611577
1250,BOLÍVAR,13,Programa Vivienda Gratuita Fase I,Asignados,2021,1,43120000.0,650227,611577
1251,BOLÍVAR,13,Programa Vivienda Gratuita Fase II,Asignados,2021,1,54686940.0,650227,611577
1252,BOLÍVAR,13,Semillero de Propietarios Ahorro,Asignados,2021,6,32706936.0,650227,611577
1253,BOLÍVAR,13,Semillero de Propietarios Ahorro,Renuncias al subsidio,2021,1,5451156.0,650227,611577
1254,BOLÍVAR,13,Semillero de Propietarios Arriendo,Asignados,2021,5,63473760.0,650227,611577
1255,BOLÍVAR,13,VIPA,Asignados,2021,312,7713900540.0,650227,611577
1256,BOLÍVAR,13,VIPA,Perdida de ejecutoriedad de asignación de SFV,2021,4,99373920.0,650227,611577
1257,BOLÍVAR,13,Casa Digna Vida Digna,Asignados,2022,842,9056998702.0,667986,628797
1258,BOLÍVAR,13,Casa Digna Vida Digna,Renuncias al subsidio,2022,3,32485369.0,667986,628797
1259,BOLÍVAR,13,MI CASA YA,Apto con subsidio vencido,2022,90,2457193640.0,667986,628797
1260,BOLÍVAR,13,MI CASA YA,Asignados,2022,3168,82327648740.0,667986,628797
1261,BOLÍVAR,13,MI CASA YA,Perdida de ejecutoriedad de asignación de SFV,2022,1,20000000.0,667986,628797
1262,BOLÍVAR,13,MI CASA YA,Renuncias al subsidio,2022,34,902682080.0,667986,628797
1263,BOLÍVAR,13,Programa Vivienda Gratuita Fase I,Asignados,2022,4,167920120.0,667986,628797
1264,BOLÍVAR,13,Semillero de Propietarios Ahorro,Asignados,2022,8,48000000.0,667986,628797
1265,BOLÍVAR,13,Semillero de Propietarios Arriendo,Asignados,2022,10,149354496.0,667986,628797
1266,BOLÍVAR,13,VIPA,Asignados,2022,101,2496769740.0,667986,628797
1267,BOLÍVAR,13,VIPA,Perdida de ejecutoriedad de asignación de SFV,2022,2,49686960.0,667986,628797
1268,BOLÍVAR,13,Bolsa Desplazados,Asignados,2023,1,34800000.0,685822,646088
1269,BOLÍVAR,13,MI CASA YA,Apto con subsidio vencido,2023,55,1809600000.0,685822,646088
1270,BOLÍVAR,13,MI CASA YA,Asignados,2023,2518,83531600000.0,685822,646088
1271,BOLÍVAR,13,MI CASA YA,Renuncias al subsidio,2023,17,533600000.0,685822,646088
1272,BOLÍVAR,13,Semillero de Propietarios Ahorro,Asignados,2023,3,20880000.0,685822,646088
1273,BOLÍVAR,13,Semillero de Propietarios Ahorro,Perdida de ejecutoriedad de asignación de SFV,2023,1,6960000.0,685822,646088
1274,BOLÍVAR,13,Casa Digna Vida Digna,Asignados,2024,821,11347732136.0,703923,663626
1275,BOLÍVAR,13,MI CASA YA,Asignados,2024,2476,88439000000.0,703923,663626
1276,BOLÍVAR,13,MI CASA YA,Renuncias al subsidio,2024,6,221000000.0,703923,663626
1277,BOYACÁ,15,Bolsa Atentados terroristas,Asignados,2003,7,52398852.0,310547,293938
1278,BOYACÁ,15,Bolsa Esfuerzo Territorial,Apto con subsidio vencido,2003,2,10926690.0,310547,293938
1279,BOYACÁ,15,Bolsa Esfuerzo Territorial,Asignados,2003,248,1639023875.0,310547,293938
1280,BOYACÁ,15,Bolsa Esfuerzo Territorial,Renuncia con restitucion de subsidio,2003,6,32780070.0,310547,293938
1281,BOYACÁ,15,Bolsa Esfuerzo Territorial,Renuncias al subsidio,2003,1,7100000.0,310547,293938
1282,BOYACÁ,15,Bolsa Ordinaria,Apto con subsidio vencido,2003,1,7107000.0,310547,293938
1283,BOYACÁ,15,Bolsa Ordinaria,Asignados,2003,12,79425168.0,310547,293938
1284,BOYACÁ,15,Bolsa Atentados terroristas,Apto con subsidio vencido,2004,2,6344876.0,315379,298670
1285,BOYACÁ,15,Bolsa Atentados terroristas,Asignados,2004,18,102507482.0,315379,298670
1286,BOYACÁ,15,Bolsa Atentados terroristas,Renuncias al subsidio,2004,1,6000000.0,315379,298670
1287,BOYACÁ,15,Bolsa Desplazados,Asignados,2004,74,481789000.0,315379,298670
1288,BOYACÁ,15,Bolsa Desplazados,Renuncias al subsidio,2004,1,4475000.0,315379,298670
1289,BOYACÁ,15,Bolsa Esfuerzo Territorial,Asignados,2004,52,374360000.0,315379,298670
1290,BOYACÁ,15,Bolsa Esfuerzo Territorial,Restitución SFV Cobro Directo Fiduciaria,2004,1,7518000.0,315379,298670
1291,BOYACÁ,15,Bolsa Ordinaria,Asignados,2004,196,1375424857.0,315379,298670
1292,BOYACÁ,15,Bolsa unica Nacional,Apto con subsidio vencido,2004,3,19012000.0,315379,298670
1293,BOYACÁ,15,Bolsa unica Nacional,Asignados,2004,64,426300000.0,315379,298670
1294,BOYACÁ,15,Bolsa Atentados terroristas,Apto con subsidio vencido,2005,1,7797414.0,320143,303356
1295,BOYACÁ,15,Bolsa Atentados terroristas,Asignados,2005,18,127278151.0,320143,303356
1296,BOYACÁ,15,Bolsa Atentados terroristas,Restitución SFV por Vencimiento Vigencia,2005,1,1699000.0,320143,303356
1297,BOYACÁ,15,Bolsa Desplazados,Asignados,2005,17,138725000.0,320143,303356
1298,BOYACÁ,15,Bolsa Desplazados,Renuncias al subsidio,2005,2,8950000.0,320143,303356
1299,BOYACÁ,15,Bolsa Esfuerzo Territorial,Apto con subsidio vencido,2005,6,43036000.0,320143,303356
1300,BOYACÁ,15,Bolsa Esfuerzo Territorial,Asignados,2005,64,486340000.0,320143,303356
1301,BOYACÁ,15,Bolsa Esfuerzo Territorial,Renuncias al subsidio,2005,12,84000000.0,320143,303356
1302,BOYACÁ,15,Bolsa Esfuerzo Territorial,Restitución SFV Cobro Directo Fiduciaria,2005,6,45108000.0,320143,303356
1303,BOYACÁ,15,Bolsa Ordinaria,Apto con subsidio vencido,2005,7,53669000.0,320143,303356
1304,BOYACÁ,15,Bolsa Ordinaria,Asignados,2005,59,448964529.0,320143,303356
1305,BOYACÁ,15,Bolsa Ordinaria,Renuncia con restitucion de subsidio,2005,2,16023000.0,320143,303356
1306,BOYACÁ,15,Bolsa Ordinaria,Renuncias al subsidio,2005,2,16023000.0,320143,303356
1307,BOYACÁ,15,Bolsa unica Nacional,Apto con subsidio vencido,2005,2,15400000.0,320143,303356
1308,BOYACÁ,15,Bolsa unica Nacional,Asignados,2005,126,970200000.0,320143,303356
1309,BOYACÁ,15,Bolsa unica Nacional,Renuncias al subsidio,2005,4,30800000.0,320143,303356
1310,BOYACÁ,15,Bolsa unica Nacional,Restitucion de subsidios no aplicados,2005,1,7700000.0,320143,303356
1311,BOYACÁ,15,Bolsa unica Nacional,Subsidio Restituido,2005,1,7700000.0,320143,303356
1312,BOYACÁ,15,Bolsa Atentados terroristas,Asignados,2006,4,31547219.0,325228,308494
1313,BOYACÁ,15,Bolsa Desastres Naturales,Asignados,2006,60,497941500.0,325228,308494
1314,BOYACÁ,15,Bolsa Desastres Naturales,Restitución SFV por Vencimiento Vigencia,2006,5,42283500.0,325228,308494
1315,BOYACÁ,15,Bolsa Desplazados,Asignados,2006,79,792375600.0,325228,308494
1316,BOYACÁ,15,Bolsa Desplazados,Renuncia con restitucion de subsidio,2006,3,30600000.0,325228,308494
1317,BOYACÁ,15,Bolsa Esfuerzo Territorial,Apto con subsidio vencido,2006,3,23536000.0,325228,308494
1318,BOYACÁ,15,Bolsa Esfuerzo Territorial,Asignados,2006,148,1178642773.3,325228,308494
1319,BOYACÁ,15,Bolsa Esfuerzo Territorial,Renuncia con restitucion de subsidio,2006,1,8500000.0,325228,308494
1320,BOYACÁ,15,Bolsa Esfuerzo Territorial,Restitución SFV por Vencimiento Vigencia,2006,1,8500000.0,325228,308494
1321,BOYACÁ,15,Bolsa Esfuerzo Territorial,Subsidio Restituido,2006,1,8500000.0,325228,308494
1322,BOYACÁ,15,Bolsa Atentados terroristas,Asignados,2007,1,8052432.0,330406,313755
1323,BOYACÁ,15,Bolsa Desastres Naturales,Asignados,2007,5,45538500.0,330406,313755
1324,BOYACÁ,15,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2007,1,10842500.0,330406,313755
1325,BOYACÁ,15,Bolsa Desplazados,Asignados,2007,54,592822500.0,330406,313755
1326,BOYACÁ,15,Bolsa Desplazados,Renuncias al subsidio,2007,1,10842500.0,330406,313755
1327,BOYACÁ,15,Bolsa Esfuerzo Territorial,Asignados,2007,386,3292134056.0,330406,313755
1328,BOYACÁ,15,Bolsa Esfuerzo Territorial,Renuncia con restitucion de subsidio,2007,9,75511700.0,330406,313755
1329,BOYACÁ,15,Bolsa Esfuerzo Territorial,Renuncias al subsidio,2007,5,42767700.0,330406,313755
1330,BOYACÁ,15,Bolsa Esfuerzo Territorial,Restitucion de subsidios no aplicados,2007,4,32936000.0,330406,313755
1331,BOYACÁ,15,Bolsa Esfuerzo Territorial,Restitución SFV por Vencimiento Vigencia,2007,11,91756000.0,330406,313755
1332,BOYACÁ,15,Bolsa Concejales,Apto con subsidio vencido,2008,1,10153000.0,335760,319252
1333,BOYACÁ,15,Bolsa Concejales,Asignados,2008,1,9691500.0,335760,319252
1334,BOYACÁ,15,Bolsa Concejales,Restitución SFV por Vencimiento Vigencia,2008,1,9922250.0,335760,319252
1335,BOYACÁ,15,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2008,4,59628000.0,335760,319252
1336,BOYACÁ,15,Bolsa Desplazados,Asignados,2008,92,1136687250.0,335760,319252
1337,BOYACÁ,15,Bolsa Desplazados,Renuncia al Subsidio - Pendiente de Restitución,2008,1,14907000.0,335760,319252
1338,BOYACÁ,15,Bolsa Esfuerzo Territorial,Asignados,2008,43,374210707.0,335760,319252
1339,BOYACÁ,15,Bolsa Esfuerzo Territorial,Renuncia con restitucion de subsidio,2008,1,9000000.0,335760,319252
1340,BOYACÁ,15,Bolsa Esfuerzo Territorial,Restitución SFV por Vencimiento Vigencia,2008,7,64495072.0,335760,319252
1341,BOYACÁ,15,Bolsa Ordinaria,Asignados,2008,30,272123300.0,335760,319252
1342,BOYACÁ,15,Bolsa Ordinaria,Renuncia con restitucion de subsidio,2008,1,9107700.0,335760,319252
1343,BOYACÁ,15,Bolsa Ordinaria,Restitución SFV por Vencimiento Vigencia,2008,14,127507800.0,335760,319252
1344,BOYACÁ,15,Bolsa Saludable,Apto con subsidio vencido,2008,68,244453593.0,335760,319252
1345,BOYACÁ,15,Bolsa Saludable,Asignados,2008,476,1597254363.58,335760,319252
1346,BOYACÁ,15,Bolsa Saludable,Renuncia con restitucion de subsidio,2008,5,17456138.81,335760,319252
1347,BOYACÁ,15,Bolsa Saludable,Restitucion de subsidios no aplicados,2008,2,7383288.0,335760,319252
1348,BOYACÁ,15,Ahorro Programado Contractual,Apto con subsidio vencido,2009,8,56845360.0,341362,325051
1349,BOYACÁ,15,Ahorro Programado Contractual,Asignados,2009,1,7105670.0,341362,325051
1350,BOYACÁ,15,Ahorro Programado Contractual,Renuncia con restitucion de subsidio,2009,1,5000000.0,341362,325051
1351,BOYACÁ,15,Bolsa Concejales,Apto con subsidio vencido,2009,1,10683350.0,341362,325051
1352,BOYACÁ,15,Bolsa Concejales,Asignados,2009,1,10931800.0,341362,325051
1353,BOYACÁ,15,Bolsa Concejales,Restitución SFV por Vencimiento Vigencia,2009,1,9441100.0,341362,325051
1354,BOYACÁ,15,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2009,2,29814000.0,341362,325051
1355,BOYACÁ,15,Bolsa Desplazados,Asignados,2009,40,562739250.0,341362,325051
1356,BOYACÁ,15,Bolsa Esfuerzo Territorial,Apto con subsidio vencido,2009,3,30819000.0,341362,325051
1357,BOYACÁ,15,Bolsa Esfuerzo Territorial,Asignados,2009,40,402707950.0,341362,325051
1358,BOYACÁ,15,Bolsa Esfuerzo Territorial,Renuncia con restitucion de subsidio,2009,2,16612700.0,341362,325051
1359,BOYACÁ,15,Bolsa Esfuerzo Territorial,Restitucion de subsidios no aplicados,2009,19,189445750.0,341362,325051
1360,BOYACÁ,15,Bolsa Esfuerzo Territorial,Restitución SFV por Vencimiento Vigencia,2009,1,9373768.0,341362,325051
1361,BOYACÁ,15,Bolsa Recicladores,Asignados,2009,6,65590800.0,341362,325051
1362,BOYACÁ,15,Bolsa Recicladores,Restitución SFV por Vencimiento Vigencia,2009,1,10931800.0,341362,325051
1363,BOYACÁ,15,Bolsa Saludable,Apto con subsidio vencido,2009,11,36093605.0,341362,325051
1364,BOYACÁ,15,Bolsa Saludable,Asignados,2009,249,793337482.0,341362,325051
1365,BOYACÁ,15,Bolsa Saludable,Renuncia con restitucion de subsidio,2009,2,7641150.0,341362,325051
1366,BOYACÁ,15,Bolsa Saludable,Restitucion de subsidios no aplicados,2009,2,7368300.0,341362,325051
1367,BOYACÁ,15,Bolsa unica Nacional,Apto con subsidio vencido,2009,2,11537500.0,341362,325051
1368,BOYACÁ,15,Bolsa unica Nacional,Asignado (en demanda de nulidad y restablecimiento - Habilitados Mi Casa Ya),2009,117,1065509428.0,341362,325051
1369,BOYACÁ,15,Bolsa unica Nacional,Asignados,2009,556,5121418239.0,341362,325051
1370,BOYACÁ,15,Bolsa unica Nacional,Renuncia con restitucion de subsidio,2009,27,200127150.0,341362,325051
1371,BOYACÁ,15,Bolsa unica Nacional,Renuncias al subsidio,2009,4,30228250.0,341362,325051
1372,BOYACÁ,15,Bolsa unica Nacional,Subsidio Revocado,2009,1,4472100.0,341362,325051
1373,BOYACÁ,15,Ahorro Programado Contractual,Apto con subsidio vencido,2010,3,29935398.0,347187,331125
1374,BOYACÁ,15,Ahorro Programado Contractual,Asignados,2010,2,19759553.0,347187,331125
1375,BOYACÁ,15,Bolsa Concejales,Apto con subsidio vencido,2010,2,22402500.0,347187,331125
1376,BOYACÁ,15,Bolsa Concejales,Asignados,2010,1,11072500.0,347187,331125
1377,BOYACÁ,15,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2010,5,77250000.0,347187,331125
1378,BOYACÁ,15,Bolsa Desplazados,Asignados,2010,47,704262500.0,347187,331125
1379,BOYACÁ,15,Bolsa Desplazados,Renuncia con restitucion de subsidio,2010,2,30900000.0,347187,331125
1380,BOYACÁ,15,Bolsa Esfuerzo Territorial,Apto con subsidio vencido,2010,2,19572500.0,347187,331125
1381,BOYACÁ,15,Bolsa Esfuerzo Territorial,Asignados,2010,105,1102168050.0,347187,331125
1382,BOYACÁ,15,Bolsa Saludable,Apto con subsidio vencido,2010,11,43665295.0,347187,331125
1383,BOYACÁ,15,Bolsa Saludable,Asignados,2010,1007,3955724481.0,347187,331125
1384,BOYACÁ,15,Bolsa Saludable,Renuncia con restitucion de subsidio,2010,10,39358137.0,347187,331125
1385,BOYACÁ,15,Bolsa Saludable,Restitucion de subsidios no aplicados,2010,9,35695082.0,347187,331125
1386,BOYACÁ,15,Bolsa Saludable,Restitución SFV por Vencimiento Vigencia,2010,2,7939117.0,347187,331125
1387,BOYACÁ,15,Bolsa unica Nacional,Apto con subsidio vencido,2010,2,22013350.0,347187,331125
1388,BOYACÁ,15,Bolsa unica Nacional,Asignado (en demanda de nulidad y restablecimiento - Habilitados Mi Casa Ya),2010,187,1984596450.0,347187,331125
1389,BOYACÁ,15,Bolsa unica Nacional,Asignados,2010,267,2844420900.0,347187,331125
1390,BOYACÁ,15,Bolsa unica Nacional,Renuncia con restitucion de subsidio,2010,11,120043350.0,347187,331125
1391,BOYACÁ,15,Bolsa unica Nacional,Restitución SFV por Indemnización,2010,8,86212150.0,347187,331125
1392,BOYACÁ,15,Concurso de Esfuerzo Territorial Nacional,Apto con subsidio vencido,2010,4,45062500.0,347187,331125
1393,BOYACÁ,15,Concurso de Esfuerzo Territorial Nacional,Asignados,2010,59,632162500.0,347187,331125
1394,BOYACÁ,15,Concurso de Esfuerzo Territorial Nacional,Renuncia a la postulación,2010,1,11330000.0,347187,331125
1395,BOYACÁ,15,Concurso de Esfuerzo Territorial Nacional,Restitución SFV por Indemnización,2010,144,1557875000.0,347187,331125
1396,BOYACÁ,15,Ahorro Programado Contractual,Apto con subsidio vencido,2011,11,93165234.0,353234,337465
1397,BOYACÁ,15,Ahorro Programado Contractual,Asignados,2011,17,151941087.0,353234,337465
1398,BOYACÁ,15,Ahorro Programado Contractual,Renuncia con restitucion de subsidio,2011,2,23030800.0,353234,337465
1399,BOYACÁ,15,Bolsa Concejales,Apto con subsidio vencido,2011,2,22495200.0,353234,337465
1400,BOYACÁ,15,Bolsa Desplazados,Asignados,2011,9,144612000.0,353234,337465
1401,BOYACÁ,15,Bolsa Desplazados,Restitucion de subsidios no aplicados,2011,1,16068000.0,353234,337465
1402,BOYACÁ,15,Bolsa Esfuerzo Territorial,Apto con subsidio vencido,2011,3,33217500.0,353234,337465
1403,BOYACÁ,15,Bolsa Esfuerzo Territorial,Asignados,2011,207,2247262700.0,353234,337465
1404,BOYACÁ,15,Bolsa Esfuerzo Territorial,Renuncia con restitucion de subsidio,2011,1,11072500.0,353234,337465
1405,BOYACÁ,15,Ahorro Programado Contractual,Apto con subsidio vencido,2012,8,84356770.0,359476,344037
1406,BOYACÁ,15,Ahorro Programado Contractual,Asignados,2012,9,85550837.0,359476,344037
1407,BOYACÁ,15,Bolsa Esfuerzo Territorial,Apto con subsidio vencido,2012,4,48448850.0,359476,344037
1408,BOYACÁ,15,Bolsa Esfuerzo Territorial,Asignados,2012,93,1129261600.0,359476,344037
1409,BOYACÁ,15,Bolsa Esfuerzo Territorial,Renuncia con restitucion de subsidio,2012,1,11330000.0,359476,344037
1410,BOYACÁ,15,Bolsa Esfuerzo Territorial,Restitución SFV por Vencimiento Vigencia,2012,1,11330000.0,359476,344037
1411,BOYACÁ,15,Programa Vivienda Gratuita Fase I,Asignados,2012,1,39669000.0,359476,344037
1412,BOYACÁ,15,Ahorro Programado Contractual,Apto con subsidio vencido,2013,1,12969000.0,365954,350868
1413,BOYACÁ,15,Programa Vivienda Gratuita Fase I,Asignados,2013,50,1940843000.0,365954,350868
1414,BOYACÁ,15,Programa Vivienda Gratuita Fase I,Subsidio revocado mediante procedimiento Administrativo Sancionatorio,2013,1,37728000.0,365954,350868
1415,BOYACÁ,15,Bolsa Desplazados,Asignados,2014,1,18480000.0,372728,358003
1416,BOYACÁ,15,Programa Vivienda Gratuita Fase I,Asignados,2014,729,29451482396.0,372728,358003
1417,BOYACÁ,15,Programa Vivienda Gratuita Fase I,Renuncias al subsidio,2014,5,197120000.0,372728,358003
1418,BOYACÁ,15,Programa Vivienda Gratuita Fase I,Subsidio revocado mediante procedimiento Administrativo Sancionatorio,2014,4,157696000.0,372728,358003
1419,BOYACÁ,15,Fenómeno de la Niña,Asignados,2015,68,2384588368.0,379926,365553
1420,BOYACÁ,15,Fenómeno de la Niña,Renuncias al subsidio,2015,1,35067476.0,379926,365553
1421,BOYACÁ,15,MI CASA YA,Apto con subsidio vencido,2015,2,25774000.0,379926,365553
1422,BOYACÁ,15,MI CASA YA,Asignados,2015,148,1680464800.0,379926,365553
1423,BOYACÁ,15,MI CASA YA,Perdida de ejecutoriedad de asignación de SFV,2015,1,12887000.0,379926,365553
1424,BOYACÁ,15,Programa Vivienda Gratuita Fase I,Asignados,2015,715,29731133118.73,379926,365553
1425,BOYACÁ,15,Programa Vivienda Gratuita Fase I,Perdida de ejecutoriedad de asignación de SFV,2015,2,82510400.0,379926,365553
