Departamento,Código Divipola Departamento,Programa,Estado de Postulación,Año de Asignación,Hogares,Valor Asignado
CALDAS,17,Bolsa Ordinaria,Renuncias al subsidio,2003,13,89972000.0
CALDAS,17,Sin clasificación,Apto con subsidio vencido,2003,2,15272000.0
CALDAS,17,Sin clasificación,Asignados,2003,3,22908000.0
CALDAS,17,Bolsa Atentados terroristas,Apto con subsidio vencido,2004,1,7518000.0
CALDAS,17,Bolsa Atentados terroristas,Asignados,2004,12,90216000.0
CALDAS,17,Bolsa Desplazados,Asignados,2004,209,1124168360.0
CALDAS,17,Bolsa Esfuerzo Territorial,Asignados,2004,104,780871158.0
CALDAS,17,Bolsa Ordinaria,Apto con subsidio vencido,2004,2,15036000.0
CALDAS,17,Bolsa Ordinaria,Asignados,2004,95,698956000.0
CALDAS,17,Bolsa Ordinaria,Renuncias al subsidio,2004,3,22554000.0
CALDAS,17,Sin clasificación,Apto con subsidio vencido,2004,9,21716250.0
CALDAS,17,Sin clasificación,Asignados,2004,10,24224023.0
CALDAS,17,Sin clasificación,Renuncias al subsidio,2004,1,2389966.0
CALDAS,17,Bolsa Atentados terroristas,Asignados,2005,4,32034500.0
CALDAS,17,Bolsa Desplazados,Asignados,2005,105,678135224.0
CALDAS,17,Bolsa Desplazados,Subsidio Revocado,2005,1,8950000.0
CALDAS,17,Bolsa Esfuerzo Territorial,Apto con subsidio vencido,2005,7,52391328.0
CALDAS,17,Bolsa Esfuerzo Territorial,Asignados,2005,101,757277421.0
CALDAS,17,Bolsa Ordinaria,Apto con subsidio vencido,2005,11,84069000.0
CALDAS,17,Bolsa Ordinaria,Asignados,2005,26,206676000.0
CALDAS,17,Bolsa Ordinaria,Renuncias al subsidio,2005,14,112161000.0
CALDAS,17,Bolsa Ordinaria,Restitución SFV Cobro Directo Fiduciaria,2005,8,64092000.0
CALDAS,17,Habilitación de Titulos,Apto con subsidio vencido,2005,62,7640620.0
CALDAS,17,Habilitación de Titulos,Asignados,2005,960,121342460.0
CALDAS,17,Habilitación de Titulos,Renuncia con restitucion de subsidio,2005,1,106000.0
CALDAS,17,Habilitación de Titulos,Restitucion de subsidios no aplicados,2005,155,21798780.0
CALDAS,17,Bolsa Atentados terroristas,Asignados,2006,2,17136000.0
CALDAS,17,Bolsa Desastres Naturales,Apto con subsidio vencido,2006,7,59976000.0
CALDAS,17,Bolsa Desastres Naturales,Asignados,2006,726,6220368000.0
CALDAS,17,Bolsa Desastres Naturales,Renuncia con restitucion de subsidio,2006,1,8568000.0
CALDAS,17,Bolsa Desastres Naturales,Restitución SFV por Vencimiento Vigencia,2006,18,154224000.0
CALDAS,17,Bolsa Desplazados,Asignados,2006,85,772574424.0
CALDAS,17,Bolsa Desplazados,Renuncia con restitucion de subsidio,2006,1,14907000.0
CALDAS,17,Bolsa Esfuerzo Territorial,Asignados,2006,133,1067890918.0
CALDAS,17,Bolsa Esfuerzo Territorial,Renuncia con restitucion de subsidio,2006,3,25136000.0
CALDAS,17,Bolsa Esfuerzo Territorial,Renuncias al subsidio,2006,2,17136000.0
CALDAS,17,Bolsa Esfuerzo Territorial,Restitución SFV Cobro Directo Fiduciaria,2006,8,68544000.0
CALDAS,17,Bolsa Esfuerzo Territorial,Restitución SFV por Indemnización,2006,1,8568000.0
CALDAS,17,Bolsa Esfuerzo Territorial,Restitución SFV por Vencimiento Vigencia,2006,1,8568000.0
CALDAS,17,Bolsa Atentados terroristas,Asignados,2007,8,71782200.0
CALDAS,17,Bolsa Atentados terroristas,Restitución SFV por Vencimiento Vigencia,2007,1,8568000.0
CALDAS,17,Bolsa Desastres Naturales,Apto con subsidio vencido,2007,6,53027100.0
CALDAS,17,Bolsa Desastres Naturales,Asignados,2007,158,1429841700.0
CALDAS,17,Bolsa Desastres Naturales,Perdida de ejecutoriedad de asignación de SFV,2007,1,9107700.0
CALDAS,17,Bolsa Desastres Naturales,Renuncia con restitucion de subsidio,2007,2,18215400.0
CALDAS,17,Bolsa Desastres Naturales,Restitución SFV por Vencimiento Vigencia,2007,6,54646200.0
CALDAS,17,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2007,2,23602750.0
CALDAS,17,Bolsa Desplazados,Asignados,2007,510,3087781329.0
CALDAS,17,Bolsa Desplazados,Renuncia con restitucion de subsidio,2007,4,28634587.0
CALDAS,17,Bolsa Desplazados,Subsidio Revocado,2007,1,8695750.0
CALDAS,17,Bolsa Esfuerzo Territorial,Asignados,2007,52,446395318.0
CALDAS,17,Bolsa Esfuerzo Territorial,Renuncia con restitucion de subsidio,2007,9,81969300.0
CALDAS,17,Bolsa Esfuerzo Territorial,Restitución SFV Cobro Directo Fiduciaria,2007,20,182154000.0
CALDAS,17,Bolsa Esfuerzo Territorial,Restitución SFV por Indemnización,2007,85,774154500.0
CALDAS,17,Bolsa Esfuerzo Territorial,Restitución SFV por Vencimiento Vigencia,2007,11,100184700.0
CALDAS,17,Bolsa Única Mejoramiento,Asignados,2007,58,194391444.6
CALDAS,17,Bolsa Única Mejoramiento,Restitución SFV por Vencimiento Vigencia,2007,4,11656456.98
CALDAS,17,Habilitación de Titulos,Apto con subsidio vencido,2007,2,254880.0
CALDAS,17,Habilitación de Titulos,Asignados,2007,304,34121480.0
CALDAS,17,Habilitación de Titulos,Renuncias al subsidio,2007,1,106000.0
CALDAS,17,Habilitación de Titulos,Restitucion de subsidios no aplicados,2007,205,25334720.0
CALDAS,17,Habilitación de Titulos,Subsidio Revocado,2007,8,1019520.0
CALDAS,17,Bolsa Atentados terroristas,Asignados,2008,6,60918000.0
CALDAS,17,Bolsa Concejales,Asignados,2008,1,6922500.0
CALDAS,17,Bolsa Desastres Naturales,Apto con subsidio vencido,2008,6,54646200.0
CALDAS,17,Bolsa Desastres Naturales,Asignados,2008,423,3881825500.0
CALDAS,17,Bolsa Desastres Naturales,Renuncia con restitucion de subsidio,2008,11,100184700.0
CALDAS,17,Bolsa Desastres Naturales,Restitucion de subsidios no aplicados,2008,3,27323100.0
CALDAS,17,Bolsa Desastres Naturales,Restitución SFV por Vencimiento Vigencia,2008,143,1307627600.0
CALDAS,17,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2008,24,224782506.0
CALDAS,17,Bolsa Desplazados,Asignados,2008,631,6532265709.0
CALDAS,17,Bolsa Desplazados,Renuncia con restitucion de subsidio,2008,3,38509750.0
CALDAS,17,Bolsa Desplazados,Restitución SFV por Indemnización,2008,1,14907000.0
CALDAS,17,Bolsa Esfuerzo Territorial,Apto con subsidio vencido,2008,4,19325908.9
CALDAS,17,Bolsa Esfuerzo Territorial,Asignados,2008,140,752308599.4
CALDAS,17,Bolsa Esfuerzo Territorial,Renuncia con restitucion de subsidio,2008,11,53216626.0
CALDAS,17,Bolsa Esfuerzo Territorial,Restitucion de subsidios no aplicados,2008,3,13818844.0
CALDAS,17,Bolsa Esfuerzo Territorial,Restitución SFV por Vencimiento Vigencia,2008,10,86509569.0
CALDAS,17,Bolsa Ordinaria,Asignados,2008,27,239311700.0
CALDAS,17,Bolsa Ordinaria,Renuncias al subsidio,2008,1,9107700.0
CALDAS,17,Bolsa Ordinaria,Restitución SFV por Vencimiento Vigencia,2008,1,6071800.0
CALDAS,17,Bolsa Saludable,Apto con subsidio vencido,2008,6,21616107.43
CALDAS,17,Bolsa Saludable,Asignados,2008,275,834729751.24
CALDAS,17,Bolsa Saludable,Renuncia con restitucion de subsidio,2008,1,3692000.0
CALDAS,17,Bolsa Única Mejoramiento,Asignados,2008,1,3483123.0
CALDAS,17,Subsidios en Especie y complementarios,Apto con subsidio vencido,2008,2,18215400.0
CALDAS,17,Subsidios en Especie y complementarios,Asignados,2008,204,1857970800.0
CALDAS,17,Subsidios en Especie y complementarios,Renuncia con restitucion de subsidio,2008,8,72861600.0
CALDAS,17,Subsidios en Especie y complementarios,Restitucion de subsidios no aplicados,2008,44,400738800.0
CALDAS,17,Ahorro Programado Contractual,Apto con subsidio vencido,2009,27,191853090.0
CALDAS,17,Ahorro Programado Contractual,Asignados,2009,14,99479380.0
CALDAS,17,Bolsa Atentados terroristas,Asignados,2009,3,32016600.0
CALDAS,17,Bolsa Concejales,Apto con subsidio vencido,2009,1,7453500.0
CALDAS,17,Bolsa Concejales,Asignados,2009,2,20124450.0
CALDAS,17,Bolsa Concejales,Restitución SFV por Vencimiento Vigencia,2009,1,10931800.0
CALDAS,17,Bolsa Desastres Naturales,Apto con subsidio vencido,2009,9,84059900.0
CALDAS,17,Bolsa Desastres Naturales,Asignado con aplicación en Vivienda Gratuita,2009,34,345202000.0
CALDAS,17,Bolsa Desastres Naturales,Asignados,2009,171,1733027100.0
CALDAS,17,Bolsa Desastres Naturales,Renuncia con restitucion de subsidio,2009,9,91377000.0
CALDAS,17,Bolsa Desastres Naturales,Restitución SFV por Vencimiento Vigencia,2009,42,426426000.0
CALDAS,17,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2009,4,47205500.0
CALDAS,17,Bolsa Desplazados,Asignados,2009,230,3232736939.0
CALDAS,17,Bolsa Desplazados,Perdida de ejecutoriedad de asignación de SFV,2009,2,29814000.0
CALDAS,17,Bolsa Esfuerzo Territorial,Apto con subsidio vencido,2009,1,4987550.0
CALDAS,17,Bolsa Esfuerzo Territorial,Asignados,2009,52,275010803.95
CALDAS,17,Bolsa Esfuerzo Territorial,Renuncia con restitucion de subsidio,2009,2,9975100.0
CALDAS,17,Bolsa Esfuerzo Territorial,Restitución SFV por Vencimiento Vigencia,2009,1,4987550.0
CALDAS,17,Bolsa Saludable,Apto con subsidio vencido,2009,9,33196506.0
CALDAS,17,Bolsa Saludable,Asignados,2009,252,903121568.0
CALDAS,17,Bolsa Saludable,Renuncia con restitucion de subsidio,2009,4,14767875.0
CALDAS,17,Ahorro Programado Contractual,Apto con subsidio vencido,2010,8,69287713.0
CALDAS,17,Ahorro Programado Contractual,Asignados,2010,3,28222000.0
CALDAS,17,Ahorro Programado Contractual,Renuncia con restitucion de subsidio,2010,1,11330000.0
CALDAS,17,Bolsa Concejales,Apto con subsidio vencido,2010,3,33990000.0
CALDAS,17,Bolsa Concejales,Asignados,2010,2,22402500.0
CALDAS,17,Bolsa Desastres Naturales,Apto con subsidio vencido,2010,4,44143000.0
CALDAS,17,Bolsa Desastres Naturales,Asignado con aplicación en Vivienda Gratuita,2010,5,54296000.0
CALDAS,17,Bolsa Desastres Naturales,Asignados,2010,165,1860803000.0
CALDAS,17,Bolsa Desastres Naturales,Perdida de ejecutoriedad de asignación de SFV,2010,4,45320000.0
CALDAS,17,Bolsa Desastres Naturales,Renuncia al Subsidio - Pendiente de Restitución,2010,3,33990000.0
CALDAS,17,Bolsa Desastres Naturales,Renuncia con restitucion de subsidio,2010,50,566500000.0
CALDAS,17,Bolsa Desastres Naturales,Renuncias al subsidio,2010,7,79310000.0
CALDAS,17,Bolsa Desastres Naturales,Restitución SFV por Vencimiento Vigencia,2010,6,62095000.0
CALDAS,17,Bolsa Desplazados,Apto con subsidio vencido,2010,2,30900000.0
CALDAS,17,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2010,9,132612500.0
CALDAS,17,Bolsa Desplazados,Asignados,2010,241,3691830751.0
CALDAS,17,Bolsa Desplazados,Renuncia con restitucion de subsidio,2010,1,7725000.0
CALDAS,17,Bolsa Desplazados,Renuncias al subsidio,2010,1,7725000.0
CALDAS,17,Bolsa Esfuerzo Territorial,Apto con subsidio vencido,2010,1,4987550.0
CALDAS,17,Bolsa Esfuerzo Territorial,Asignados,2010,77,654361050.0
CALDAS,17,Bolsa Esfuerzo Territorial,Renuncia con restitucion de subsidio,2010,1,4472100.0
CALDAS,17,Bolsa Esfuerzo Territorial,Restitucion de subsidios no aplicados,2010,2,20306000.0
CALDAS,17,Bolsa Esfuerzo Territorial,Restitución SFV por Vencimiento Vigencia,2010,6,60918000.0
CALDAS,17,Bolsa Recicladores,Apto con subsidio vencido,2010,3,33193600.0
CALDAS,17,Bolsa Recicladores,Asignados,2010,2,22402500.0
CALDAS,17,Bolsa Saludable,Apto con subsidio vencido,2010,9,33148462.0
CALDAS,17,Bolsa Saludable,Asignados,2010,196,696007344.0
CALDAS,17,Bolsa Saludable,Renuncia con restitucion de subsidio,2010,6,23809870.0
CALDAS,17,Bolsa Saludable,Restitucion de subsidios no aplicados,2010,2,5798740.0
CALDAS,17,Ahorro Programado Contractual,Apto con subsidio vencido,2011,26,259028303.0
CALDAS,17,Ahorro Programado Contractual,Asignados,2011,17,175589298.0
CALDAS,17,Ahorro Programado Contractual,Renuncia con restitucion de subsidio,2011,2,15318160.0
CALDAS,17,Bolsa Concejales,Apto con subsidio vencido,2011,1,11783200.0
CALDAS,17,Bolsa Concejales,Asignados,2011,2,23030800.0
CALDAS,17,Bolsa Desastres Naturales,Asignados,2011,27,318146400.0
CALDAS,17,Bolsa Desastres Naturales,Renuncia al Subsidio - Pendiente de Restitución,2011,1,11783200.0
CALDAS,17,Bolsa Desastres Naturales,Renuncia con restitucion de subsidio,2011,4,47132800.0
CALDAS,17,Bolsa Desastres Naturales,Renuncias al subsidio,2011,1,11783200.0
CALDAS,17,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2011,5,80340000.0
CALDAS,17,Bolsa Desplazados,Asignados,2011,59,948012000.0
CALDAS,17,Bolsa Desplazados,Renuncia al Subsidio - Pendiente de Restitución,2011,1,16068000.0
CALDAS,17,Bolsa Desplazados,Renuncia con restitucion de subsidio,2011,2,32136000.0
CALDAS,17,Bolsa Desplazados,Renuncias al subsidio,2011,1,16068000.0
CALDAS,17,Bolsa Desplazados,Subsidio Revocado,2011,2,32136000.0
CALDAS,17,Bolsa Esfuerzo Territorial,Renuncia con restitucion de subsidio,2011,1,10153000.0
CALDAS,17,Bolsa Esfuerzo Territorial,Restitución SFV por Vencimiento Vigencia,2011,2,18908000.0
CALDAS,17,Ahorro Programado Contractual,Apto con subsidio vencido,2012,15,138819540.0
CALDAS,17,Ahorro Programado Contractual,Asignados,2012,16,169971916.0
CALDAS,17,Bolsa Desastres Naturales,Asignado con aplicación en Vivienda Gratuita,2012,4,45320000.0
CALDAS,17,Bolsa Desastres Naturales,Renuncia con restitucion de subsidio,2012,1,11330000.0
CALDAS,17,Bolsa Desastres Naturales,Restitución SFV por Vencimiento Vigencia,2012,5,56650000.0
CALDAS,17,Programa Vivienda Gratuita Fase I,Apto con subsidio vencido,2012,1,39669000.0
CALDAS,17,Programa Vivienda Gratuita Fase I,Asignados,2012,3,119007000.0
CALDAS,17,Programa Vivienda Gratuita Fase I,Asignados,2013,240,9602347994.0
CALDAS,17,Programa Vivienda Gratuita Fase I,Renuncias al subsidio,2013,2,66462000.0
CALDAS,17,Programa Vivienda Gratuita Fase I,Subsidio revocado mediante procedimiento Administrativo Sancionatorio,2013,1,41265000.0
CALDAS,17,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2014,1,18480000.0
CALDAS,17,Bolsa Desplazados,Asignados,2014,1,18480000.0
CALDAS,17,Programa Vivienda Gratuita Fase I,Asignados,2014,521,21126070856.0
CALDAS,17,Programa Vivienda Gratuita Fase I,Perdida de ejecutoriedad de asignación de SFV,2014,1,39422768.0
CALDAS,17,Programa Vivienda Gratuita Fase I,Renuncias al subsidio,2014,5,197699936.0
CALDAS,17,Programa Vivienda Gratuita Fase I,Subsidio Revocado,2014,1,39422768.0
CALDAS,17,Programa Vivienda Gratuita Fase I,Subsidio revocado mediante procedimiento Administrativo Sancionatorio,2014,3,118854400.0
CALDAS,17,MI CASA YA,Apto con subsidio vencido,2015,4,46393200.0
CALDAS,17,MI CASA YA,Asignados,2015,88,958792800.0
CALDAS,17,MI CASA YA,Renuncias al subsidio,2015,1,12887000.0
CALDAS,17,Macroproyecto,Asignados,2015,53,2923340000.0
CALDAS,17,Macroproyecto,Renuncias al subsidio,2015,1,64435000.0
CALDAS,17,Programa Vivienda Gratuita Fase I,Asignados,2015,1461,57629786389.0
CALDAS,17,Programa Vivienda Gratuita Fase I,Perdida de ejecutoriedad de asignación de SFV,2015,2,82476800.0
CALDAS,17,Programa Vivienda Gratuita Fase I,Renuncias al subsidio,2015,24,947070711.0
CALDAS,17,Programa Vivienda Gratuita Fase I,Subsidio revocado mediante procedimiento Administrativo Sancionatorio,2015,5,197051511.0
CALDAS,17,VIPA,Apto con subsidio vencido,2015,1,19330500.0
CALDAS,17,VIPA,Asignados,2015,144,2674052500.0
CALDAS,17,VIPA,Renuncias al subsidio,2015,22,409162250.0
CALDAS,17,Bolsa Desplazados,Asignados,2016,1,20683620.0
CALDAS,17,MI CASA YA,Apto con subsidio vencido,2016,1,13789100.0
CALDAS,17,MI CASA YA,Asignados,2016,171,2109732300.0
CALDAS,17,MI CASA YA,Renuncia con restitucion de subsidio,2016,1,8273460.0
CALDAS,17,MI CASA YA,Renuncias al subsidio,2016,3,30336020.0
CALDAS,17,Macroproyecto,Asignados,2016,14,902090000.0
CALDAS,17,Programa Vivienda Gratuita Fase I,Asignados,2016,5,188355761.3
CALDAS,17,Programa Vivienda Gratuita Fase I,Renuncias al subsidio,2016,1,38192000.0
CALDAS,17,Programa Vivienda Gratuita Fase I,Subsidio revocado mediante procedimiento Administrativo Sancionatorio,2016,1,41237111.3
CALDAS,17,VIPA,Apto con subsidio vencido,2016,68,1385804550.0
CALDAS,17,VIPA,Asignados,2016,265,5384643550.0
CALDAS,17,VIPA,Perdida de ejecutoriedad de asignación de SFV,2016,4,82734600.0
CALDAS,17,VIPA,Renuncias al subsidio,2016,542,11027832725.0
CALDAS,17,Bolsa Desastres Naturales,Asignados,2017,1,16229774.0
CALDAS,17,MI CASA YA,Apto con subsidio vencido,2017,8,118034720.0
CALDAS,17,MI CASA YA,Asignados,2017,329,5009098430.0
CALDAS,17,MI CASA YA,Renuncia con restitucion de subsidio,2017,2,29508680.0
CALDAS,17,MI CASA YA,Renuncias al subsidio,2017,3,51640190.0
CALDAS,17,Macroproyecto,Asignados,2017,63,4647617100.0
CALDAS,17,Macroproyecto,Renuncias al subsidio,2017,1,73771700.0
CALDAS,17,Programa Vivienda Gratuita Fase I,Asignados,2017,6,296392950.0
CALDAS,17,VIPA,Asignados,2017,18,365411150.0
CALDAS,17,VIPA,Renuncias al subsidio,2017,3,62050950.0
CALDAS,17,Bolsa Desplazados,Asignados,2018,3,70311780.0
CALDAS,17,MI CASA YA,Apto con subsidio vencido,2018,11,210935340.0
CALDAS,17,MI CASA YA,Asignados,2018,307,5796815640.0
CALDAS,17,MI CASA YA,Renuncias al subsidio,2018,5,109373880.0
CALDAS,17,MI CASA YA,Apto con subsidio vencido,2019,5,99373920.0
CALDAS,17,MI CASA YA,Asignados,2019,342,7202265500.0
CALDAS,17,MI CASA YA,Renuncias al subsidio,2019,4,82811600.0
CALDAS,17,Macroproyecto,Asignados,2019,172,14243595200.0
CALDAS,17,Macroproyecto,Subsidio Revocado,2019,1,82811600.0
CALDAS,17,Programa Vivienda Gratuita Fase I,Asignados,2019,2,82474222.0
CALDAS,17,Bolsa Desplazados,Asignados,2020,2,52668180.0
CALDAS,17,MI CASA YA,Apto con subsidio vencido,2020,16,359899230.0
CALDAS,17,MI CASA YA,Asignados,2020,446,9436382250.0
CALDAS,17,MI CASA YA,Renuncias al subsidio,2020,9,184338630.0
CALDAS,17,Macroproyecto,Asignados,2020,40,3352213600.0
CALDAS,17,Programa Vivienda Gratuita Fase I,Asignados,2020,1,57968120.0
CALDAS,17,Programa Vivienda Gratuita Fase II,Asignados,2020,112,6210472505.059999
CALDAS,17,Bolsa Desastres Naturales,Apto con subsidio vencido,2021,35,1807406650.0
CALDAS,17,Bolsa Desastres Naturales,Asignados,2021,179,9243594010.0
CALDAS,17,Bolsa Desastres Naturales,Perdida de ejecutoriedad de asignación de SFV,2021,1,51640190.0
CALDAS,17,Bolsa Desastres Naturales,Renuncias al subsidio,2021,28,1445925320.0
CALDAS,17,MI CASA YA,Apto con subsidio vencido,2021,2,53589870.0
CALDAS,17,MI CASA YA,Asignados,2021,516,11693914800.0
CALDAS,17,MI CASA YA,Renuncias al subsidio,2021,5,90852600.0
CALDAS,17,Programa Vivienda Gratuita Fase I,Asignados,2021,1,41238400.0
CALDAS,17,Programa Vivienda Gratuita Fase II,Asignados,2021,76,4214249199.2000003
CALDAS,17,Programa Vivienda Gratuita Fase II,Perdida de ejecutoriedad de asignación de SFV,2021,1,55450647.36
CALDAS,17,Programa Vivienda Gratuita Fase II,Renuncias al subsidio,2021,1,55450647.36
CALDAS,17,Programa Vivienda Gratuita Fase II,Subsidio revocado mediante procedimiento Administrativo Sancionatorio,2021,5,277253236.8
CALDAS,17,Semillero de Propietarios Ahorro,Asignados,2021,3,16353468.0
CALDAS,17,Semillero de Propietarios Arriendo,Asignados,2021,28,361545696.0
CALDAS,17,MI CASA YA,Apto con subsidio vencido,2022,4,90000000.0
CALDAS,17,MI CASA YA,Asignados,2022,561,13634263000.0
CALDAS,17,MI CASA YA,Renuncias al subsidio,2022,4,87255780.0
CALDAS,17,Macroproyecto,Asignados,2022,1,87780300.0
CALDAS,17,Programa Vivienda Gratuita Fase I,Asignados,2022,2,82503400.0
CALDAS,17,Programa Vivienda Gratuita Fase II,Asignados,2022,3,166351942.07999998
CALDAS,17,Semillero de Propietarios Ahorro,Asignados,2022,3,18000000.0
CALDAS,17,Semillero de Propietarios Arriendo,Asignados,2022,114,1675425228.0
CALDAS,17,Bolsa Desastres Naturales,Asignados,2023,39,2013967410.0
CALDAS,17,Bolsa Desplazados,Asignados,2023,3,87000000.0
CALDAS,17,MI CASA YA,Apto con subsidio vencido,2023,9,266800000.0
CALDAS,17,MI CASA YA,Asignados,2023,730,21970400000.0
CALDAS,17,MI CASA YA,Renuncias al subsidio,2023,4,104400000.0
CALDAS,17,Macroproyecto,Asignados,2023,1,82811600.0
CALDAS,17,Programa Vivienda Gratuita Fase II,Asignados,2023,2,110901294.72
CALDAS,17,Semillero de Propietarios Ahorro,Asignados,2023,1,6960000.0
CALDAS,17,MI CASA YA,Asignados,2024,248,8554000000.0
CALDAS,17,Programa Vivienda Gratuita Fase I,Asignados,2024,1,41237111.3
CAQUETÁ,18,Bolsa Atentados terroristas,Apto con subsidio vencido,2003,2,14515000.0
CAQUETÁ,18,Bolsa Atentados terroristas,Asignados,2003,59,421727845.0
CAQUETÁ,18,Bolsa Esfuerzo Territorial,Apto con subsidio vencido,2003,4,28428000.0
CAQUETÁ,18,Bolsa Esfuerzo Territorial,Asignados,2003,67,476169000.0
CAQUETÁ,18,Bolsa Ordinaria,Asignados,2003,30,205384000.0
CAQUETÁ,18,Bolsa Atentados terroristas,Apto con subsidio vencido,2004,3,22479240.0
CAQUETÁ,18,Bolsa Atentados terroristas,Asignados,2004,41,280943229.0
CAQUETÁ,18,Bolsa Atentados terroristas,Renuncias al subsidio,2004,1,4218500.0
CAQUETÁ,18,Bolsa Desplazados,Asignados,2004,669,3460739000.0
CAQUETÁ,18,Bolsa Desplazados,Renuncia con restitucion de subsidio,2004,3,17900000.0
CAQUETÁ,18,Bolsa Desplazados,Renuncias al subsidio,2004,2,8950000.0
CAQUETÁ,18,Bolsa Esfuerzo Territorial,Asignados,2004,60,450720000.0
CAQUETÁ,18,Bolsa Ordinaria,Asignados,2004,93,699174000.0
CAQUETÁ,18,Bolsa unica Nacional,Apto con subsidio vencido,2004,1,7518000.0
CAQUETÁ,18,Bolsa unica Nacional,Asignados,2004,19,142842000.0
CAQUETÁ,18,Bolsa unica Nacional,Renuncias al subsidio,2004,3,22554000.0
CAQUETÁ,18,Bolsa Atentados terroristas,Asignados,2005,10,52416366.0
CAQUETÁ,18,Bolsa Atentados terroristas,Restitución SFV por Vencimiento Vigencia,2005,1,3978998.0
CAQUETÁ,18,Bolsa Desplazados,Asignados,2005,185,1163471000.0
CAQUETÁ,18,Bolsa Desplazados,Renuncia con restitucion de subsidio,2005,4,26850000.0
CAQUETÁ,18,Bolsa Desplazados,Renuncias al subsidio,2005,1,4475000.0
CAQUETÁ,18,Bolsa Esfuerzo Territorial,Apto con subsidio vencido,2005,1,7500000.0
CAQUETÁ,18,Bolsa Esfuerzo Territorial,Asignados,2005,60,450288000.0
CAQUETÁ,18,Bolsa Ordinaria,Apto con subsidio vencido,2005,5,40057500.0
CAQUETÁ,18,Bolsa Ordinaria,Asignados,2005,25,200287500.0
CAQUETÁ,18,Bolsa Ordinaria,Renuncias al subsidio,2005,1,8011500.0
CAQUETÁ,18,Bolsa Ordinaria,Restitución SFV Cobro Directo Fiduciaria,2005,3,24034500.0
CAQUETÁ,18,Bolsa Atentados terroristas,Asignados,2006,6,41800003.0
CAQUETÁ,18,Bolsa Desplazados,Apto con subsidio vencido,2006,1,5100000.0
CAQUETÁ,18,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2006,2,28187000.0
CAQUETÁ,18,Bolsa Desplazados,Asignados,2006,618,6080474520.0
CAQUETÁ,18,Bolsa Desplazados,Renuncia con restitucion de subsidio,2006,7,48253500.0
CAQUETÁ,18,Bolsa Desplazados,Renuncias al subsidio,2006,1,10200000.0
CAQUETÁ,18,Bolsa Esfuerzo Territorial,Asignados,2006,57,465354000.0
CAQUETÁ,18,Bolsa Esfuerzo Territorial,Restitucion de subsidios no aplicados,2006,1,8200000.0
CAQUETÁ,18,Bolsa Atentados terroristas,Asignados,2007,2,15316050.0
CAQUETÁ,18,Bolsa Atentados terroristas,Restitución SFV por Vencimiento Vigencia,2007,1,8568000.0
CAQUETÁ,18,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2007,5,74535000.0
CAQUETÁ,18,Bolsa Desplazados,Asignados,2007,1358,9851716835.0
CAQUETÁ,18,Bolsa Desplazados,Perdida de ejecutoriedad de asignación de SFV,2007,1,10842500.0
CAQUETÁ,18,Bolsa Desplazados,Renuncia con restitucion de subsidio,2007,6,35802000.0
CAQUETÁ,18,Bolsa Esfuerzo Territorial,Apto con subsidio vencido,2007,1,7518000.0
CAQUETÁ,18,Bolsa Esfuerzo Territorial,Asignados,2007,57,465335000.0
CAQUETÁ,18,Bolsa Esfuerzo Territorial,Renuncias al subsidio,2007,2,16023000.0
CAQUETÁ,18,Bolsa Esfuerzo Territorial,Restitución SFV por Vencimiento Vigencia,2007,1,7518000.0
CAQUETÁ,18,Programa Vivienda Gratuita Fase I,Asignados,2007,1,14907000.0
CAQUETÁ,18,Bolsa Concejales,Apto con subsidio vencido,2008,3,30459000.0
CAQUETÁ,18,Bolsa Concejales,Asignados,2008,6,60687250.0
CAQUETÁ,18,Bolsa Concejales,Subsidio Revocado,2008,1,10153000.0
CAQUETÁ,18,Bolsa Desplazados,Apto con subsidio vencido,2008,1,11537500.0
CAQUETÁ,18,Bolsa Desplazados,Asignado con aplicación en Vivienda Gratuita,2008,42,472956250.0
CAQUETÁ,18,Bolsa Desplazados,Asignados,2008,1773,20406168500.0
CAQUETÁ,18,Bolsa Desplazados,Perdida de ejecutoriedad de asignación de SFV,2008,2,13222250.0
CAQUETÁ,18,Bolsa Desplazados,Renuncia con restitucion de subsidio,2008,5,40466500.0
CAQUETÁ,18,Bolsa Desplazados,Restitucion de subsidios no aplicados,2008,1,14907000.0
CAQUETÁ,18,Bolsa Esfuerzo Territorial,Asignados,2008,129,1293000700.0
CAQUETÁ,18,Bolsa Esfuerzo Territorial,Renuncia con restitucion de subsidio,2008,1,10153000.0
CAQUETÁ,18,Bolsa Ordinaria,Apto con subsidio vencido,2008,5,40769400.0
CAQUETÁ,18,Bolsa Ordinaria,Asignados,2008,10,91077000.0
CAQUETÁ,18,Bolsa Ordinaria,Renuncia con restitucion de subsidio,2008,3,27323100.0
CAQUETÁ,18,Bolsa Ordinaria,Restitución SFV por Vencimiento Vigencia,2008,1,9107700.0
